trip_id	stop_id	stop_sequence	arrival_time	departure_time
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22163	6	09:50:00	09:50:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22166	7	09:51:00	09:51:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22156	8	09:53:00	09:53:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463100	9	09:54:00	09:54:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463292	10	09:55:00	09:55:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463103	11	09:56:00	09:56:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463305	12	09:57:00	09:57:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463186	13	09:59:00	09:59:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463105	14	10:00:00	10:00:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22168	15	10:01:00	10:01:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22169	16	10:03:00	10:03:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463147	17	10:04:00	10:04:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22161	18	10:05:00	10:05:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22178	19	10:06:00	10:06:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22182	20	10:08:00	10:08:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:22181	21	10:09:00	10:09:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463127	22	10:10:00	10:10:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463098	23	10:11:00	10:11:00
IDFM:RATP:112742-C01376-COU_RATP_5086081_2953988_48	IDFM:463028	24	10:13:00	10:13:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22073	0	08:48:00	08:48:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22167	1	08:49:00	08:49:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22177	2	08:50:00	08:50:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463169	3	08:51:00	08:51:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463075	4	08:52:00	08:52:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463128	5	08:54:00	08:54:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463288	6	08:55:00	08:55:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22174	7	08:56:00	08:56:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463004	8	08:57:00	08:57:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463003	9	08:58:00	08:58:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22175	10	09:00:00	09:00:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22173	11	09:01:00	09:01:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22160	12	09:02:00	09:02:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22158	13	09:03:00	09:03:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22155	14	09:04:00	09:04:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22172	15	09:06:00	09:06:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:462955	16	09:07:00	09:07:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:462948	17	09:08:00	09:08:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463314	18	09:09:00	09:09:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22176	19	09:11:00	09:11:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463194	20	09:12:00	09:12:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22171	21	09:13:00	09:13:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463005	22	09:14:00	09:14:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22165	23	09:15:00	09:15:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:22164	24	09:17:00	09:17:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463114	25	09:18:00	09:18:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463102	26	09:19:00	09:19:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_37	IDFM:463042	27	09:21:00	09:21:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22073	0	14:34:00	14:34:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22167	1	14:36:00	14:36:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22177	2	14:37:00	14:37:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463169	3	14:39:00	14:39:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463075	4	14:40:00	14:40:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463128	5	14:41:00	14:41:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463288	6	14:42:00	14:42:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22174	7	14:43:00	14:43:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463004	8	14:44:00	14:44:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463003	9	14:45:00	14:45:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22175	10	14:47:00	14:47:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22173	11	14:48:00	14:48:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22160	12	14:49:00	14:49:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22158	13	14:51:00	14:51:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22155	14	14:52:00	14:52:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22172	15	14:53:00	14:53:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:462955	16	14:54:00	14:54:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:462948	17	14:56:00	14:56:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463314	18	14:57:00	14:57:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22176	19	14:58:00	14:58:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463194	20	14:59:00	14:59:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22171	21	15:00:00	15:00:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463005	22	15:01:00	15:01:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22165	23	15:02:00	15:02:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:22164	24	15:04:00	15:04:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463114	25	15:05:00	15:05:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463102	26	15:06:00	15:06:00
IDFM:RATP:107494-C01376-COU_RATP_5074968_3079498_120	IDFM:463042	27	15:08:00	15:08:00
