route_id	trip_id	trip_headsign
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_34	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_35	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_37	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_38	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_40	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_41	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_43	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_44	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_46	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_47	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_125	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_100	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_101	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_102	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_104	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_105	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_106	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_107	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_109	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_110	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_111	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_112	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_114	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_115	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_116	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_117	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_118	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_119	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_121	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_122	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_123	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_124	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_126	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_128	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_129	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_130	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_131	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_132	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_133	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_134	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_135	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_137	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_138	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_139	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_140	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_141	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_143	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_144	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_146	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_147	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_148	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_149	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_150	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_151	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_152	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_153	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_154	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_155	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_49	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_50	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_51	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_52	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_53	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_54	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_55	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_56	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_57	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_58	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_59	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_60	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_62	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_63	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_64	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_67	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_68	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_69	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_70	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_72	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_73	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_74	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_75	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_77	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_78	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_79	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_80	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_82	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_83	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_84	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_85	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_87	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_88	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_89	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_90	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_91	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_92	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_93	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_94	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_95	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_96	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_97	La Défense (Grande Arche)
IDFM:C01371	IDFM:RATP:107769-C01371-COU_RATP_5074862_1078871_99	La Défense (Grande Arche)
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_260	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_259	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_258	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_9	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_99	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_98	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_97	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_96	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_95	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_94	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_93	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_92	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_91	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_90	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_8	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_89	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_88	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_87	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_86	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_85	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_84	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_83	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_82	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_81	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_80	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_7	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_79	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_322	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_321	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_320	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_31	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_319	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_318	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_317	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_316	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_315	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_314	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_313	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_312	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_311	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_310	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_30	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_309	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_308	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_307	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_306	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_305	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_304	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_303	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_302	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_301	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_300	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_29	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_299	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_298	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_297	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_296	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_295	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_294	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_293	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_292	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_291	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_290	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_28	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_289	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_288	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_287	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_286	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_285	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_284	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_283	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_282	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_281	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_280	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_27	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_279	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_278	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_277	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_276	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_275	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_274	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_273	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_272	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_271	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_270	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_26	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_269	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_268	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_267	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_266	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_265	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_264	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_263	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_262	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_261	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_257	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_256	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_255	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_254	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_253	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_252	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_2	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_25	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_251	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_250	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_24	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_249	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_248	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_247	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_246	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_245	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_244	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_243	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_242	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_241	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_240	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_23	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_239	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_238	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_237	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_236	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_235	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_234	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_233	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_232	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_231	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_230	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_22	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_229	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_228	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_227	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_226	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_225	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_224	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_223	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_222	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_221	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_220	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_21	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_219	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_218	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_217	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_216	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_215	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_214	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_213	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_212	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_211	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_210	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_20	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_209	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_208	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_207	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_206	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_205	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_204	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_203	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_202	Porte de Clignancourt
IDFM:C01374	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701033_201	Porte de Clignancourt
