route_id	trip_headsign	trip_id
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_383
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_398
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_399
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_400
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_401
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_402
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_403
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_404
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_405
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_406
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_407
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_409
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_410
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_411
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_412
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_413
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_415
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_416
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_417
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_418
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_419
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:107769-C01371-COU_RATP_4864461_1078871_75
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_3077999_14
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_3077999_13
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_3077999_11
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_368
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_370
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_372
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_375
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_376
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_377
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_378
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_379
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_37
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_380
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_381
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_382
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_383
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_384
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_385
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_386
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_388
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_389
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_38
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_390
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_391
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_393
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_394
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_395
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_396
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_405
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_406
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_407
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_408
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_409
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_40
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_41
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_42
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_43
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_44
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_45
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_46
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_47
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_48
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_49
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_50
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_51
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_52
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_53
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_54
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_56
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_101
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_102
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_103
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_104
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_105
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_106
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_107
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_108
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_109
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_110
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_111
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_112
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_113
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_114
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_115
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_116
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_117
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_118
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_119
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_120
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_121
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_122
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_126
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_127
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_128
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_131
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_132
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_133
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_134
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_135
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_136
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_137
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_138
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_140
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_141
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_142
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_143
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_144
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_19
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_206
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_207
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_209
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_20
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_210
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_211
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_212
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_214
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_215
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_217
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_219
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_221
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_222
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_223
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_225
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_226
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_227
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_228
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_229
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_230
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_231
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_232
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_233
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_234
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_235
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_236
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_237
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_238
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_239
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_240
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_241
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_242
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_243
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_244
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_245
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_246
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_247
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_248
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_249
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_251
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_252
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_253
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_254
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_255
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_256
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_257
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_258
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_259
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_260
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_261
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_262
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_263
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_264
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_265
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_266
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_267
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_268
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_26
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_270
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_271
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_272
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_273
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_274
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_275
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_276
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_277
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_278
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_279
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_27
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_280
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_281
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_282
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_283
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_284
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_285
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_286
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_287
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_288
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_28
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_290
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_291
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_292
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_293
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_294
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_295
IDFM:C01371	La Défense (Grande Arche)	IDFM:RATP:110303-C01371-COU_RATP_5074864_1078871_296
