route_id	trip_headsign	trip_id
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_188
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_187
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_186
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_185
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_184
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_183
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_182
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_181
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_180
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_17
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_179
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_178
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_177
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_176
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_175
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_174
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_173
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_172
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_171
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_170
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_16
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_169
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_168
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_167
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_166
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_165
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_164
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_163
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_162
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_161
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_160
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_15
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_159
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_158
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_157
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_156
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_155
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_154
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_153
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_152
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_151
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_150
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_14
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_149
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_148
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_147
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_146
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_145
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_144
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_143
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_142
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_141
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_140
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_13
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_139
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_138
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_137
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_136
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_135
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_134
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_133
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_132
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_131
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_130
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_129
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_128
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_127
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_126
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_1
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_12
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_125
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_124
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_123
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_122
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_121
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_120
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_11
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_119
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_118
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_117
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_116
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_115
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_114
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_113
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_112
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_111
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_110
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_10
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_109
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_108
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_107
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_106
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_105
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_104
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_103
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_102
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_101
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_100
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_308
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_307
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_306
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_3
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_30
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_305
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_304
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_303
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_302
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_301
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_300
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_29
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_299
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_298
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_297
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_296
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_295
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_294
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_293
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_292
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_291
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_290
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_28
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_289
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_288
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_287
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_286
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_285
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_284
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_283
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_282
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_281
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_280
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_27
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_279
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_278
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_277
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_276
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_275
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_274
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_273
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_272
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_271
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_270
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_26
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_269
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_268
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_267
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_266
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_265
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_264
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_263
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_262
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_261
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_260
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_25
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_259
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_258
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_257
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_256
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_255
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_254
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_253
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_252
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_251
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_250
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_24
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_249
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_248
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_247
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082722_2701031_246
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_305
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_316
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_157
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_150
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701032_2
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_38
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_346
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_341
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_336
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_335
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_334
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_333
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_331
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_330
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_329
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_328
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_327
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_326
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_325
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_324
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_323
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_322
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_321
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082721_2701031_4
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082721_2701031_1
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:107752-C01374-COU_RATP_5082721_2701031_197
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_320
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_319
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_318
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_317
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_315
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_314
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_313
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_312
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_311
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_310
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_309
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_332
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_307
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_306
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_304
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_303
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_302
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_301
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_300
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_299
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_298
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_297
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_296
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_295
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_294
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_293
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_292
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_291
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_290
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_289
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_288
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_287
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_286
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_285
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_284
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_283
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_282
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_281
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_280
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_279
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_278
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_277
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_276
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_275
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_274
IDFM:C01374	Bagneux - Lucie Aubrac	IDFM:RATP:112712-C01374-COU_RATP_4830996_2701031_273
